date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:54:17	81421/81421	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Oct%202025%2013:54:16%20GMT	https://app.namor-ia.com/orgia/	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/orgia/index.html	(from )
10:54:17	111/111	---M-Z	200	added ('OK')	text/plain	date:Tue,%2007%20Oct%202025%2013:54:16%20GMT	https://app.namor-ia.com/robots.txt		(from )
10:54:17	5456/5456	---M-Z	200	added ('OK')	text/css	etag:%221550-687bde4e-a9dfe021cbc4a1fe;gz%22	https://app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.4	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/resetedb1.css	(from https://app.namor-ia.com/orgia/)
10:54:17	5097/5097	---M-Z	200	added ('OK')	text/css	etag:%2213e9-687bde4e-6e3e9fc8358728d5;gz%22	https://app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://app.namor-ia.com/orgia/)
10:54:17	7182/7182	---M-Z	200	added ('OK')	text/css	etag:%221c0e-687bde4e-f4f2f30b11c0d6d4;gz%22	https://app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://app.namor-ia.com/orgia/)
10:54:17	53614/53614	---M-Z	200	added ('OK')	text/css	etag:%22d16e-68d1a23b-b416b6c2dcc84769;gz%22	https://app.namor-ia.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.32.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor/assets/css/frontend.min20c8.css	(from https://app.namor-ia.com/orgia/)
10:54:18	1431/1431	---M-Z	200	added ('OK')	text/css	etag:%22597-68d6d9c4-8358bf9d1820d559;gz%22	https://app.namor-ia.com/wp-content/uploads/elementor/css/post-15.css?ver=1758910916	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/uploads/elementor/css/post-1599bd.css	(from https://app.namor-ia.com/orgia/)
10:54:18	21256/21256	---M-Z	200	added ('OK')	text/css	etag:%225308-68d1a23d-bfb113faa501be9f;gz%22	https://app.namor-ia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.44.0	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine085.css	(from https://app.namor-ia.com/orgia/)
10:54:18	494736/494736	---M-Z	200	added ('OK')	text/css	etag:%2278c90-687c0515-9cf0826220d42187;gz%22	https://app.namor-ia.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.8.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor-pro/assets/css/frontend.min3fd0.css	(from https://app.namor-ia.com/orgia/)
10:54:18	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-68d1a23b-549d5ea621f1a02c;gz%22	https://app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.32.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-heading.min20c8.css	(from https://app.namor-ia.com/orgia/)
10:54:19	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-68d1a23b-254d0caae0712753;;;%22	https://app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-image.min20c8.css	(from https://app.namor-ia.com/orgia/)
10:54:19	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-68d1a23b-1ee8a973db2fdde6;gz%22	https://app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.32.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/elementor/assets/css/widget-divider.min20c8.css	(from https://app.namor-ia.com/orgia/)
10:54:19	10765/10765	---M-Z	200	added ('OK')	text/css	etag:%222a0d-68d6fe54-f83acba482e43674;gz%22	https://app.namor-ia.com/wp-content/uploads/elementor/css/post-967.css?ver=1758920276	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/uploads/elementor/css/post-967cd32.css	(from https://app.namor-ia.com/orgia/)
10:54:19	2971/2971	---M-Z	200	added ('OK')	text/css	etag:%22b9b-687bd7c3-b457b4ab9314ff61;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/css/um-modal.min.css?ver=2.10.5	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/css/um-modal.min4d48.css	(from https://app.namor-ia.com/orgia/)
10:54:20	32695/32695	---M-Z	200	added ('OK')	text/css	etag:%227fb7-687bd7c3-b166e90940c783a6;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/jquery-ui/jquery-ui.min.css?ver=1.13.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/jquery-ui/jquery-ui.min3f14.css	(from https://app.namor-ia.com/orgia/)
10:54:20	1696/1696	---M-Z	200	added ('OK')	text/css	etag:%226a0-687bd7c3-a44d3e266676b4b9;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/tipsy/tipsy.min.css?ver=1.0.0a	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/tipsy/tipsy.mina677.css	(from https://app.namor-ia.com/orgia/)
10:54:20	876/876	---M-Z	200	added ('OK')	text/css	etag:%2236c-687bd7c3-a0eff2136974a606;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/raty/um-raty.min.css?ver=2.6.0	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/raty/um-raty.mind315.css	(from https://app.namor-ia.com/orgia/)
10:54:20	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%223a76-687bd7c3-b0f9314e99be615e;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/select2/select2.min.css?ver=4.0.13	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/select2/select2.min4819.css	(from https://app.namor-ia.com/orgia/)
10:54:20	2963/2963	---M-Z	200	added ('OK')	text/css	etag:%22b93-687bd7c3-8d273a91c1e8982e;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload.min.css?ver=2.10.5	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload.min4d48.css	(from https://app.namor-ia.com/orgia/)
10:54:21	873/873	---M-Z	200	added ('OK')	text/css	etag:%22369-687bd7c3-c11b8f3f246b5252;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/um-confirm/um-confirm.min.css?ver=1.0	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/um-confirm/um-confirm.min5152.css	(from https://app.namor-ia.com/orgia/)
10:54:21	2000/2000	---M-Z	200	added ('OK')	text/css	etag:%227d0-687bd7c3-c6525ce494d86207;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.min.css?ver=3.6.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.min822f.css	(from https://app.namor-ia.com/orgia/)
10:54:21	3770/3770	---M-Z	200	added ('OK')	text/css	etag:%22eba-687bd7c3-c75ffce15245c1a8;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.date.min.css?ver=3.6.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.date.min822f.css	(from https://app.namor-ia.com/orgia/)
10:54:21	1452/1452	---M-Z	200	added ('OK')	text/css	etag:%225ac-687bd7c3-1ae4bddec0150a9b;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.time.min.css?ver=3.6.2	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.time.min822f.css	(from https://app.namor-ia.com/orgia/)
10:54:22	34543/34543	---M-Z	200	added ('OK')	text/css	etag:%2286ef-687bd7c3-88588b3a7c5bc757;gz%22	https://app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-ii.min.css?ver=2.10.5	C:/Meus%20Sites/UP1-IA/app.namor-ia.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-ii.min4d48.css	(from https://app.namor-ia.com/orgia/)
